loss,accuracy,val_loss,val_accuracy,lr
1.1329363584518433,0.35624998807907104,1.1156843900680542,0.3333333432674408,0.001
1.061081886291504,0.453125,1.0944563150405884,0.3645833432674408,0.001
1.0096012353897095,0.5130208134651184,1.0537611246109009,0.4333333373069763,0.001
0.984688401222229,0.5322916507720947,1.1489979028701782,0.39375001192092896,0.001
0.9503313302993774,0.5604166388511658,1.049116611480713,0.47083333134651184,0.001
0.8817487955093384,0.5973958373069763,1.0154894590377808,0.5020833611488342,0.001
0.8337647318840027,0.6364583373069763,1.0210131406784058,0.5208333134651184,0.001
0.7943236231803894,0.6505208611488342,1.0577188730239868,0.48750001192092896,0.001
0.714096188545227,0.7041666507720947,1.002699375152588,0.5520833134651184,0.001
0.6584649682044983,0.7369791865348816,1.0846511125564575,0.5083333253860474,0.001
0.5779847502708435,0.7838541865348816,0.9954191446304321,0.59375,0.001
0.504294216632843,0.8067708611488342,1.1724246740341187,0.5666666626930237,0.001
0.4522034823894501,0.8286458253860474,1.157591700553894,0.5666666626930237,0.001
0.3707713186740875,0.8661458492279053,1.3610632419586182,0.5645833611488342,0.001
0.3518561124801636,0.8765624761581421,1.3998377323150635,0.5604166388511658,0.001
0.30495932698249817,0.895312488079071,1.3730511665344238,0.5791666507720947,0.001
0.23939281702041626,0.9135416746139526,1.64549720287323,0.550000011920929,0.001
0.226653054356575,0.9182291626930237,1.6473917961120605,0.5333333611488342,0.001
0.13961689174175262,0.9583333134651184,1.708319067955017,0.5708333253860474,0.0005
0.08924923837184906,0.9744791388511658,1.823742151260376,0.5479166507720947,0.0005
0.09331163018941879,0.9697916507720947,1.8899071216583252,0.5583333373069763,0.0005
0.08824000507593155,0.9744791388511658,1.87975013256073,0.5458333492279053,0.0005
0.08052513003349304,0.971875011920929,1.9055278301239014,0.574999988079071,0.0005
0.07738998532295227,0.9781249761581421,1.9294278621673584,0.5687500238418579,0.0005
0.05774686858057976,0.984375,2.0460023880004883,0.5562499761581421,0.0005
0.044418927282094955,0.987500011920929,2.0928902626037598,0.5625,0.00025
