modelo,features,timesteps,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc_ovr_macro,roc_auc_ovo_macro,auc_GR,auc_SD,auc_GI,cm_norm_00,cm_norm_01,cm_norm_02,cm_norm_10,cm_norm_11,cm_norm_12,cm_norm_20,cm_norm_21,cm_norm_22,epochs_configuradas,epochs_ejecutadas,batch_size,learning_rate,early_stopping,patience_early_stopping,loss,output_activation
CNN-RNN_mejorado_9,9,20,0.5233333333333333,0.5237753222046416,0.5233333333333333,0.522773054164217,0.5237753222046416,0.5233333333333333,0.5227730541642169,0.7130791666666667,0.7130791666666667,0.7269125000000001,0.68935,0.722975,0.575,0.2,0.225,0.315,0.485,0.2,0.22,0.27,0.51,180,27,24,0.0007,True,20,categorical_crossentropy,softmax
