,Pred_GR,Pred_SD,Pred_GI
True_GR,0.374,0.328,0.298
True_SD,0.32919254658385094,0.35610766045548653,0.3146997929606625
True_GI,0.32108317214700194,0.3404255319148936,0.33849129593810445
