,Pred_GR,Pred_SD,Pred_GI
True_GR,0.482,0.276,0.242
True_SD,0.2981366459627329,0.47619047619047616,0.22567287784679088
True_GI,0.27852998065764023,0.30754352030947774,0.41392649903288203
