,Pred_GR,Pred_SD,Pred_GI
True_GR,0.958,0.016,0.026
True_SD,0.016563146997929608,0.937888198757764,0.045548654244306416
True_GI,0.04642166344294004,0.027079303675048357,0.9264990328820116
