-1.678,0.2532,12.256,-5.994,0.118,-0.461,103.9281,96.1994,8.1937,3
-0.98,-1.1012,11.348,4.211,1.794,-1.145,87.0052,79.4362,9.9176,1
-0.2293,-1.0885,10.193,2.614,-0.083,-0.328,78.0151,70.5184,11.1489,2
-0.2955,-1.5877,9.644,11.446,-0.008,0.838,68.4088,61.2681,12.9396,1
0.9148,-1.0593,10.011,-1.972,-3.68,-1.367,55.5532,48.703,16.2782,2
1.4051,0.4621,10.67,-0.67,2.516,-0.397,56.3505,49.5155,16.0355,1
0.6843,0.5039,9.153,1.874,-2.938,-0.176,38.9098,32.7708,24.3122,2
0.0829,-0.7874,8.131,0.428,-3.48,-0.223,41.3375,34.7473,22.5909,1
0.505,1.5347,11.378,-5.08,-3.662,-0.716,207.9426,199.8818,3.9641,2
-0.299,-1.4606,10.535,1.322,-2.739,-0.007,201.3454,193.2293,4.088,2
2.1739,-2.1392,9.86,2.239,3.546,0.145,198.4826,190.3338,4.1431,3
-0.4929,0.0623,9.353,0.314,-2.996,-0.556,179.3562,171.2863,4.6094,3
0.3717,-0.328,10.867,-0.791,-2.654,-0.343,173.5591,165.5097,4.7709,1
-2.3104,-1.7543,12.628,8.313,4.646,0.006,172.1611,164.0839,4.8056,2
1.0176,-0.5765,9.086,-1.154,0.996,0.069,157.1652,149.2182,5.3022,2
0.3428,-1.0195,10.533,-1.793,0.082,0.357,147.3036,139.394,5.6752,2
1.4404,1.2141,10.65,-2.316,-0.215,-0.13,134.5094,126.6734,6.2485,2
-1.7481,-0.2929,10.511,-0.676,-3.304,0.052,117.7936,109.8957,7.1526,2
-1.061,1.5005,8.646,0.354,3.289,0.892,107.9987,100.1678,7.8457,2
0.7516,-2.7044,11.829,2.067,-2.809,0.511,116.0519,108.2965,7.2993,2
-1.6953,0.0764,12.256,-5.994,0.118,-0.461,103.9281,96.1994,8.1937,3
-0.8595,-1.1976,11.348,4.211,1.794,-1.145,87.0052,79.4362,9.9176,1
-0.1142,-1.1065,10.193,2.614,-0.083,-0.328,78.0151,70.5184,11.1489,2
-0.1279,-1.6099,9.644,11.446,-0.008,0.838,68.4088,61.2681,12.9396,1
1.0205,-0.9579,10.011,-1.972,-3.68,-1.367,55.5532,48.703,16.2782,2
1.3491,0.6064,10.67,-0.67,2.516,-0.397,56.3505,49.5155,16.0355,1
0.6279,0.5726,9.153,1.874,-2.938,-0.176,38.9098,32.7708,24.3122,2
0.1648,-0.7744,8.131,0.428,-3.48,-0.223,41.3375,34.7473,22.5909,1
0.3418,1.5791,11.378,-5.08,-3.662,-0.716,207.9426,199.8818,3.9641,2
-0.3862,-1.4863,10.8511,1.322,-2.739,-0.007,201.3454,193.2293,4.088,2
2.1208,-2.3175,10.1558,2.239,3.546,0.145,198.4826,190.3338,4.1431,3
-0.5037,0.0906,9.6336,0.314,-2.996,-0.556,179.3562,171.2863,4.6094,3
0.3646,-0.3574,11.193,-0.791,-2.654,-0.343,173.5591,165.5097,4.7709,1
-2.471,-1.6799,13.0068,8.313,4.646,0.006,172.1611,164.0839,4.8056,2
1.0156,-0.6479,9.3586,-1.154,0.996,0.069,157.1652,149.2182,5.3022,2
0.2977,-1.0671,10.849,-1.793,0.082,0.357,147.3036,139.394,5.6752,2
1.5471,1.1711,10.9695,-2.316,-0.215,-0.13,134.5094,126.6734,6.2485,2
-1.8138,-0.207,10.8263,-0.676,-3.304,0.052,117.7936,109.8957,7.1526,2
-1.0104,1.6006,8.9054,0.354,3.289,0.892,107.9987,100.1678,7.8457,2
0.6273,-2.8222,12.1839,2.067,-2.809,0.511,116.0519,108.2965,7.2993,2
-1.7397,0.17,12.6237,-5.994,0.118,-0.461,103.9281,96.1994,8.1937,3
-0.9486,-1.1855,11.6884,4.211,1.794,-1.145,87.0052,79.4362,9.9176,1
-0.1772,-1.132,10.4988,2.614,-0.083,-0.328,78.0151,70.5184,11.1489,2
-0.2184,-1.649,9.9333,11.446,-0.008,0.838,68.4088,61.2681,12.9396,1
0.9981,-1.0403,10.3113,-1.972,-3.68,-1.367,55.5532,48.703,16.2782,2
1.4204,0.551,10.9901,-0.67,2.516,-0.397,56.3505,49.5155,16.0355,1
