modelo,features,timesteps,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc_ovr_macro,roc_auc_ovo_macro,auc_GR,auc_SD,auc_GI,cm_norm_00,cm_norm_01,cm_norm_02,cm_norm_10,cm_norm_11,cm_norm_12,cm_norm_20,cm_norm_21,cm_norm_22
RNN 13 caracteristicas con Early Stopping,13,20,0.7566666666666667,0.7492912247454918,0.7566666666666667,0.7474655007413951,0.7492912247454918,0.7566666666666667,0.7474655007413951,0.8952999999999999,0.8952999999999999,0.9016500000000001,0.8150499999999999,0.9692,0.775,0.19,0.035,0.265,0.54,0.195,0.0,0.045,0.955
