loss,accuracy,val_loss,val_accuracy,lr
0.8007760643959045,0.6229166388511658,0.7188711762428284,0.6708333492279053,0.001
0.5767050981521606,0.7479166388511658,0.6886855363845825,0.6499999761581421,0.001
0.4788375496864319,0.801562488079071,0.6388213038444519,0.7291666865348816,0.001
0.3489401638507843,0.8630208373069763,0.583389937877655,0.7166666388511658,0.001
0.33581554889678955,0.8786458373069763,0.6621795296669006,0.71875,0.001
0.22130127251148224,0.9234374761581421,0.8793896436691284,0.6583333611488342,0.001
0.19587960839271545,0.932812511920929,0.7030934691429138,0.7645833492279053,0.001
0.13856357336044312,0.9526041746139526,1.1076712608337402,0.7145833373069763,0.001
0.17217963933944702,0.9416666626930237,0.8572818040847778,0.7437499761581421,0.001
0.15812453627586365,0.9442708492279053,0.7321454882621765,0.7562500238418579,0.001
0.09295646101236343,0.9682291746139526,1.1373189687728882,0.7291666865348816,0.001
0.042387571185827255,0.9859374761581421,1.1425831317901611,0.7541666626930237,0.0005
0.029271738603711128,0.9906250238418579,1.2746669054031372,0.7562500238418579,0.0005
0.02943343296647072,0.9921875,1.3956313133239746,0.7416666746139526,0.0005
0.03669649362564087,0.9901041388511658,1.3310182094573975,0.7354166507720947,0.0005
0.033284351229667664,0.989062488079071,1.4615130424499512,0.7291666865348816,0.0005
0.03243035823106766,0.9906250238418579,1.3066821098327637,0.7208333611488342,0.0005
0.022018512710928917,0.9942708611488342,1.4143965244293213,0.7250000238418579,0.0005
0.020103491842746735,0.9947916865348816,1.4310601949691772,0.7250000238418579,0.00025
