loss,accuracy,val_loss,val_accuracy,lr
1.1068053245544434,0.4260416626930237,0.9184789061546326,0.606249988079071,0.0007
0.8202146887779236,0.6145833134651184,1.0493109226226807,0.5874999761581421,0.0007
0.6694491505622864,0.684374988079071,0.8670287728309631,0.6520833373069763,0.0007
0.6181666851043701,0.7098958492279053,0.9642286896705627,0.6333333253860474,0.0007
0.6117474436759949,0.7338541746139526,0.7138339281082153,0.6958333253860474,0.0007
0.552018940448761,0.7447916865348816,0.7486283779144287,0.699999988079071,0.0007
0.514186441898346,0.7744791507720947,0.6158832907676697,0.7479166388511658,0.0007
0.4756046533584595,0.8020833134651184,0.6930170655250549,0.7416666746139526,0.0007
0.4289758801460266,0.8291666507720947,0.7167199850082397,0.7437499761581421,0.0007
0.45009511709213257,0.8265625238418579,0.600786030292511,0.7562500238418579,0.0007
0.37304967641830444,0.8630208373069763,0.6001518964767456,0.768750011920929,0.0007
0.3711930215358734,0.8500000238418579,0.6280269026756287,0.7833333611488342,0.0007
0.3472919166088104,0.8609374761581421,0.5827026963233948,0.7875000238418579,0.0007
0.3156503140926361,0.8739583492279053,0.7161158919334412,0.7854166626930237,0.0007
0.29006195068359375,0.8854166865348816,0.7482526898384094,0.7541666626930237,0.0007
0.28673794865608215,0.8848958611488342,0.6979143619537354,0.7729166746139526,0.0007
0.27464786171913147,0.893750011920929,0.7466880083084106,0.7749999761581421,0.0007
0.2668103277683258,0.8994791507720947,0.7273187041282654,0.768750011920929,0.0007
0.2415604144334793,0.9067708253860474,0.6797545552253723,0.793749988079071,0.0007
0.2515670657157898,0.903124988079071,0.7104971408843994,0.768750011920929,0.0007
0.21288824081420898,0.9182291626930237,0.7560524344444275,0.762499988079071,0.00035
0.20307236909866333,0.9223958253860474,0.7752650380134583,0.7729166746139526,0.00035
0.20487874746322632,0.9223958253860474,0.7548555731773376,0.7770833373069763,0.00035
0.1806963086128235,0.9395833611488342,0.7775976657867432,0.7604166865348816,0.00035
0.16400744020938873,0.9442708492279053,0.8157294392585754,0.7708333134651184,0.00035
0.1566839963197708,0.9453125,0.8430414795875549,0.7833333611488342,0.00035
0.16528359055519104,0.9437500238418579,0.8419675230979919,0.7770833373069763,0.00035
0.10709895938634872,0.9614583253860474,0.8712990283966064,0.7875000238418579,0.000175
