modelo,features,timesteps,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc_ovr_macro,roc_auc_ovo_macro,auc_GR,auc_SD,auc_GI,cm_norm_00,cm_norm_01,cm_norm_02,cm_norm_10,cm_norm_11,cm_norm_12,cm_norm_20,cm_norm_21,cm_norm_22
CNN-LSTM 13 caracteristicas con Early Stopping,13,20,0.75,0.7719256339196369,0.75,0.7208293857855282,0.7719256339196369,0.75,0.7208293857855285,0.9127333333333333,0.9127333333333333,0.9181625,0.8487875,0.9712500000000001,0.895,0.05,0.055,0.37,0.37,0.26,0.0,0.015,0.985
